body,emotion
Can we remove it from source control? You can keep an archive of it locally.,0.0
"Links don't always link to another page, maybe I shall point it to then it would make more sense. It's a link because I wanted to take advantage of the native keyboard support.  ",1.0
"If I'm understanding this line correctly, you're calling the method from the superclass, which is a nop that always returns False. This seems like it would hinder performance for no reason. Or am I 
missing something?",1.0
"Yes, I only included the minimum set of methods to build a key-value store introduced at the end.",1.0
What a load of rubbish,0.0
@netaustin did you test this thoroughly? seems like the sky might fall on our head.,1.0
Lines should be wrapped to 80 cols please.,1.0
 is a new dependency that I didn't even have installed on my system. Can you tell me a little about this? Was it necessary? Is it faster than it's alternatives?,0.0
Change this property to return the text of the html element that will contain this message. Then from within the test we will assert that this text is the expected text or not. ,1.0
Please do not use global variables.  I don't like this solution at all.,0.0
wrong indentation (probably using tabs instead of spaces),1.0
I have experienced some differences between the production server perl and the development environment perl. Setting up a test script and testing it would be good.,1.0
Isn't  still required for old-style hashes?,1.0
 is the instance of page and  is nil so this produces select tree with empty values for options. Can you fix it please? Thanks!,1.0
use like ?,1.0
Shouldn't the be loading into ?,0.0
"[ so now github email integration no longer works ... :-(]

Using --continuation-indentation to solve the qw/ / issue results in a
different formatting of these types of sections too:",0.0
"
A bit hacky but at least it honors the  argument.",1.0
I'm going to update the code today then. =),1.0
"""which should see its note removed"" seems highly awkward to me.  However, ""of the git object"" seems like an informative addition.

How about ""The OID of the git object to remove notes from""?",0.0
Isn't it better to patch up the callbacks to accept Error objects instead? You're throwing useful information away now (the stack trace) and it's not idiomatic node (but perhaps it's idiomatic c9).,0.0
I think this is clearer as .,1.0
"okay for ""is None"".

What this line is supposed to do is to let the environment in the same state it was when entering the test.
Because the test sets an environment variable, we are deleting it if it wasn't set at the beginning of the test.",1.0
Done! Thanks for the review/feedback,1.0
"Not quite clear about this, what does this refer to? XP Framework was originally founded in November 2001, and released in February 2002. Or is this the date this maven project was created?",1.0
do you happen to have json with this in it?  sorry if i missed it.,0.0
I've replaced the  method for the  with an  because now in each turn the ranking for the move is different.,1.0
"I commented out the call to below, and all the tests passed.  This test doesn't seem to actually test anything other than that none of the code here throws an Exception.",1.0
"I agree about the attraction of piquant text, but do you see that ""job"" is misleading in this context, as if it referred to any particular job position?  It will make people think ""If only I was a man, I would 
get 30% more for doing this same job"", which ",0.0
Use  to build these type of strings,1.0
"Wait, how's this working?  is always 1 or 0.",1.0
"I see what you mean, just add write methods to the progress writer. Not
that clean but less classes I guess.
",1.0
I was trying it on live app by dropping in some puts and just refreshing page.,1.0
"Yeah, it would be nice if that before filter didn't get executed for every context in this spec file.",1.0
"Suggestion:

Note: Events may be raised by several threads, such as the GUI thread and the audio thread.  If a subscriber method calls operations that must be executed in a particular thread, then the subscriber 
method is responsible for posting those c",1.0
"If you do keep this as a private helper method, it'd be nice to use the  method rather than  directly--when possible, it's nice to use the pubic API even internally.",1.0
